image_id,healthy,multiple_diseases,rust,scab
Test_244,0.12785515,0.022026382,0.20764905,0.64246947
Test_245,0.03129508,0.0012343533,0.948758,0.018712567
Test_246,0.038636055,0.028339576,0.8697607,0.063263655
Test_247,0.16741258,0.0007030039,0.77690464,0.054979727
Test_248,0.39479786,0.0021107767,0.42184928,0.18124203
Test_249,0.63827175,0.02570621,0.11600834,0.22001366
Test_250,0.031787265,0.005570633,0.9326591,0.029983038
Test_251,0.029768674,0.13878272,0.31979945,0.51164913
Test_252,0.38409382,0.02675734,0.21921001,0.36993885
Test_253,0.06918453,0.033197988,0.825077,0.07254054
Test_254,0.17933467,0.02237562,0.5164053,0.2818844
Test_255,0.066861644,0.014720311,0.697922,0.22049604
Test_256,0.75361365,0.0074906363,0.06056414,0.17833152
Test_257,0.5825915,0.020530142,0.16221221,0.2346662
Test_258,0.28951234,0.0077334484,0.18556213,0.51719207
Test_259,0.084751435,0.11138054,0.69337636,0.11049167
Test_260,0.0066153305,0.02646642,0.03990708,0.92701125
Test_261,0.021436853,0.025747774,0.84255,0.1102654
Test_262,0.5002648,0.042376347,0.29595646,0.16140237
Test_263,0.5103882,0.015317064,0.2975276,0.17676716
Test_264,0.15916176,0.026311463,0.26464733,0.54987943
Test_265,0.48081598,0.052637585,0.2957336,0.17081276
Test_266,0.008946377,0.004829892,0.84886,0.13736372
Test_267,0.24202667,0.0664118,0.14202447,0.549537
Test_268,0.01718824,0.0060906983,0.68236893,0.29435223
Test_269,0.010060757,0.025737638,0.8938138,0.070387766
Test_270,0.10596816,0.02375746,0.03323877,0.83703554
Test_271,0.006009889,0.05546206,0.77138156,0.16714652
Test_272,0.41192028,0.017765675,0.18839692,0.3819172
Test_273,0.12604752,0.024052707,0.7413452,0.10855455
Test_274,0.015736425,0.025162596,0.79758906,0.16151182
Test_275,0.03253721,0.03309778,0.058261137,0.8761039
Test_276,0.016654436,0.00499028,0.9527988,0.025556454
Test_277,0.16063215,0.017643454,0.530172,0.2915524
Test_278,0.1552651,0.05170931,0.47219956,0.3208261
Test_279,0.6840353,0.015020885,0.1145913,0.18635249
Test_280,0.18828623,0.032545425,0.14236775,0.6368006
Test_281,0.41611785,0.006287058,0.19089258,0.38670245
Test_282,0.17675625,0.01914022,0.087975636,0.71612793
Test_283,0.08845505,0.044204134,0.62752867,0.23981214
Test_284,0.19713952,0.08131167,0.16433124,0.5572176
Test_285,0.23461659,0.018327074,0.6103386,0.13671768
Test_286,0.18557906,0.0129869925,0.075071864,0.72636205
Test_287,0.22193405,0.018027252,0.263172,0.49686673
Test_288,0.002530535,0.0029937031,0.9813874,0.013088259
Test_289,0.044433814,0.03093936,0.7999502,0.124676675
Test_290,0.07794479,0.008059889,0.6084397,0.30555555
Test_291,0.53133,0.060745534,0.30462325,0.10330121
Test_292,0.51053214,0.021220414,0.21255939,0.25568807
Test_293,0.0039439155,0.007013518,0.97242355,0.01661904
Test_294,0.06659352,0.021277744,0.74312377,0.16900493
Test_295,0.076599464,0.01088933,0.06038281,0.85212845
Test_296,0.1787211,0.02736067,0.70020837,0.093709916
Test_297,0.4106336,0.008578355,0.12034661,0.46044135
Test_298,0.1363609,0.01348484,0.82316875,0.026985599
Test_299,0.16109511,0.062304627,0.62504774,0.15155253
Test_300,0.024794877,0.014976518,0.78139555,0.178833
Test_301,0.09529818,0.025199184,0.023076432,0.8564263
Test_302,0.58034873,0.023361776,0.23591475,0.16037466
Test_303,0.043883916,0.011247366,0.87449926,0.07036944
Test_304,0.32342333,0.02041718,0.4800092,0.17615032
Test_305,0.2640054,0.06615573,0.5234878,0.14635107
Test_306,0.052375212,0.011181004,0.9173785,0.01906532
Test_307,0.087364584,0.01860744,0.5148724,0.37915558
Test_308,0.13786201,0.018767726,0.7404482,0.10292209
Test_309,0.2094326,0.028075045,0.20973843,0.552754
Test_310,0.048698224,0.01722537,0.6452651,0.28881133
Test_311,0.21742801,0.032438885,0.5516035,0.19852963
Test_312,0.08983422,0.019793177,0.41318238,0.47719017
Test_313,0.0114818895,0.0116304755,0.91277426,0.06411337
Test_314,0.63533884,0.018582169,0.24046727,0.10561176
Test_315,0.55836886,0.114380285,0.14660057,0.18065022
Test_316,0.0023840163,0.009707114,0.8922529,0.0956559
Test_317,0.46698663,0.039513607,0.38666186,0.106837906
Test_318,0.2573803,0.032090098,0.47305903,0.23747066
Test_319,0.69884986,0.0064278427,0.24676968,0.047952674
Test_320,0.040505685,0.008116308,0.6993066,0.25207138
Test_321,0.49427262,0.04654867,0.25392473,0.20525405
Test_322,0.05645068,0.020046543,0.098728955,0.82477385
Test_323,0.14626217,0.019865813,0.7219331,0.11193892
Test_324,0.1019681,0.019767126,0.22958747,0.6486773
Test_325,0.20246732,0.012882884,0.18964964,0.59500015
Test_326,0.12289098,0.011173623,0.3258232,0.5401122
Test_327,0.27065572,0.013995551,0.27987373,0.435475
Test_328,0.49841315,0.014917114,0.047821496,0.4388483
Test_329,0.3224854,0.025976265,0.350629,0.30090937
Test_330,0.28610018,0.0618997,0.43269047,0.21930969
Test_331,0.07878063,0.040717397,0.60588014,0.27462184
Test_332,0.39307076,0.02579551,0.15487204,0.42626166
Test_333,0.005516823,0.07763919,0.32525113,0.5915928
Test_334,0.59545326,0.035462648,0.18534741,0.18373664
Test_335,0.41019323,0.024209915,0.08656683,0.47902995
Test_336,0.691808,0.005949618,0.061701406,0.24054095
Test_337,0.06490192,0.016710635,0.03377673,0.8846108
Test_338,0.040909514,0.009146591,0.06474719,0.8851967
Test_339,0.009868948,0.057030953,0.07475878,0.8583413
Test_340,0.42372233,0.019141963,0.27342346,0.28371224
Test_341,0.12589547,0.021200078,0.21204206,0.6408624
Test_342,0.08804952,0.0057996623,0.8105337,0.09561708
Test_343,0.102958955,0.017762799,0.4152714,0.4640069
Test_344,0.031672917,0.044727962,0.87338156,0.050217606
Test_345,0.13569312,0.08798653,0.4521132,0.32420707
Test_346,0.8096378,0.006939813,0.119257964,0.064164326
Test_347,0.5274316,0.07196447,0.17151831,0.22908552
Test_348,0.07253868,0.010569792,0.8793427,0.03754892
Test_349,0.3537048,0.024108568,0.0623556,0.559831
Test_350,0.007288491,0.014045705,0.969119,0.009546721
Test_351,0.014507337,0.03394755,0.4968609,0.45468417
Test_352,0.08916037,0.011736792,0.8265066,0.07259624
Test_353,0.009769664,0.054503478,0.855755,0.079971895
Test_354,0.1156233,0.05714856,0.4287064,0.39852175
Test_355,0.41230723,0.023365019,0.464222,0.10010567
Test_356,0.52545846,0.007629249,0.38844433,0.07846801
Test_357,0.028914783,0.009724948,0.08940795,0.87195235
Test_358,0.06374795,0.0017161184,0.8666567,0.06787916
Test_359,0.3124105,0.0081607355,0.38448578,0.29494292
Test_360,0.060792275,0.10817478,0.38725966,0.44377333
Test_361,0.0111837275,0.039781537,0.047123235,0.90191156
Test_362,0.041300796,0.1154345,0.22126076,0.622004
Test_363,0.62132865,0.011845103,0.14795154,0.2188746
Test_364,0.011921811,0.009954447,0.9646865,0.0134372655
Test_365,0.021159014,0.043665376,0.61905473,0.31612092
Test_366,0.35053566,0.009632756,0.60963833,0.030193247
Test_367,0.02810219,0.010023232,0.021714337,0.9401603
Test_368,0.024703043,0.075209215,0.4721257,0.42796203
Test_369,0.6655779,0.025729422,0.12432937,0.18436326
Test_370,0.027437199,0.040960405,0.5834813,0.3481211
Test_371,0.0069766683,0.01587407,0.90828276,0.06886653
Test_372,0.04164845,0.004508004,0.014291173,0.93955237
Test_373,0.01409651,0.019466836,0.7036148,0.26282182
Test_374,0.03986663,0.02038235,0.579562,0.360189
Test_375,0.3669055,0.011639409,0.3805053,0.24094982
Test_376,0.34823182,0.024327632,0.43800378,0.18943684
Test_377,0.17741187,0.09531883,0.38984582,0.3374234
Test_378,0.049447406,0.01634575,0.76703656,0.16717032
Test_379,0.1570363,0.018273724,0.7739962,0.050693803
Test_380,0.3757538,0.030515227,0.07391515,0.5198158
Test_381,0.7463338,0.017546063,0.096341625,0.13977855
Test_382,0.19905405,0.077608585,0.26766154,0.45567575
Test_383,0.05893661,0.015261396,0.8498942,0.07590773
Test_384,0.0653107,0.02173335,0.6008994,0.31205657
Test_385,0.01167592,0.030737728,0.0445046,0.91308177
Test_386,0.20262122,0.030721262,0.198975,0.56768256
Test_387,0.48766565,0.037249975,0.3201687,0.15491563
Test_388,0.6371677,0.015711363,0.089515574,0.25760543
Test_389,0.7143548,0.007849529,0.18675797,0.09103772
Test_390,0.09775319,0.08897619,0.70983386,0.103436716
Test_391,0.007821308,0.0028371431,0.9795517,0.009789936
Test_392,0.054032307,0.012327606,0.8846397,0.049000442
Test_393,0.14241403,0.010702903,0.08251407,0.764369
Test_394,0.81702,0.005811892,0.12289328,0.054274824
Test_395,0.006054607,0.005776928,0.9677302,0.020438232
Test_396,0.19957493,0.052131437,0.18193033,0.5663633
Test_397,0.54834896,0.046502415,0.09069367,0.31445497
Test_398,0.5289375,0.011765583,0.3387484,0.12054847
Test_399,0.13544491,0.05351385,0.44104114,0.37000003
Test_400,0.20706066,0.015572016,0.49441805,0.28294933
Test_401,0.43109068,0.01144778,0.3677336,0.18972789
Test_402,0.3616655,0.016650217,0.5473652,0.07431907
Test_403,0.17695573,0.023679588,0.23302394,0.56634074
Test_404,0.038509674,0.26838458,0.320925,0.37218073
Test_405,0.29617772,0.012100345,0.5711758,0.120546125
Test_406,0.16646208,0.009500234,0.7409502,0.08308743
Test_407,0.012903089,0.006102886,0.9577256,0.023268493
Test_408,0.5708335,0.008094172,0.030435119,0.3906372
Test_409,0.0383146,0.081043385,0.5831522,0.29748988
Test_410,0.14876793,0.022896662,0.6510617,0.17727365
Test_411,0.17679873,0.018503638,0.5648638,0.2398338
Test_412,0.3504965,0.011404807,0.29906872,0.33903003
Test_413,0.2120704,0.063853465,0.43063703,0.29343912
Test_414,0.13763899,0.024679005,0.6182695,0.21941249
Test_415,0.016553989,0.0074988264,0.9469624,0.028984765
Test_416,0.053035643,0.01336205,0.7548584,0.17874394
Test_417,0.46095562,0.027331723,0.1412506,0.370462
Test_418,0.051644973,0.014293109,0.8574697,0.0765922
Test_419,0.4484092,0.01319268,0.06869355,0.46970457
Test_420,0.103574514,0.012433829,0.7980454,0.08594625
Test_421,0.24152865,0.012308351,0.55267334,0.19348969
Test_422,0.007610815,0.0410036,0.20237286,0.7490127
Test_423,0.17244826,0.019275287,0.019988671,0.7882877
Test_424,0.063173726,0.058015406,0.05610176,0.82270914
Test_425,0.168594,0.014527836,0.06590111,0.7509771
Test_426,0.16109294,0.01710407,0.09330143,0.72850156
Test_427,0.7338256,0.0064106686,0.20520881,0.0545549
Test_428,0.031301767,0.030202456,0.31480655,0.62368923
Test_429,0.460245,0.00882273,0.20559545,0.32533672
Test_430,0.38364178,0.007737233,0.07849723,0.53012383
Test_431,0.20518456,0.062622815,0.121790804,0.6104018
Test_432,0.5419131,0.007735801,0.17580989,0.27454126
Test_433,0.40876096,0.017151268,0.52472144,0.049366325
Test_434,0.012895778,0.034547787,0.6554459,0.29711056
Test_435,0.0024911133,0.022804586,0.57693434,0.39776993
Test_436,0.7900019,0.015117372,0.09546781,0.09941286
Test_437,0.7132114,0.05254586,0.10802681,0.12621595
Test_438,0.05892222,0.050488446,0.103299126,0.7872902
Test_439,0.29444268,0.011613097,0.08631852,0.6076257
Test_440,0.25333622,0.03392884,0.4059647,0.30677024
Test_441,0.4326711,0.008100183,0.43337664,0.12585205
Test_442,0.1683139,0.02270239,0.6561455,0.1528381
Test_443,0.04024893,0.0833202,0.37035465,0.5060762
Test_444,0.043951426,0.008251325,0.90579313,0.04200419
Test_445,0.8339975,0.014591159,0.11613463,0.03527676
Test_446,0.17093505,0.08240931,0.30087787,0.44577783
Test_447,0.21205421,0.014729062,0.43996978,0.33324704
Test_448,0.34151456,0.026966656,0.46158528,0.16993348
Test_449,0.027769728,0.013489412,0.034258634,0.9244823
Test_450,0.033332683,0.025560778,0.6543425,0.28676403
Test_451,0.0006052467,0.01437753,0.90807194,0.076945245
Test_452,0.11205532,0.058468647,0.4561523,0.37332368
Test_453,0.1661084,0.038490612,0.14913227,0.6462687
Test_454,0.028529953,0.008399085,0.94650567,0.01656537
Test_455,0.07885803,0.026882382,0.6372971,0.25696245
Test_456,0.040810313,0.026871048,0.05615221,0.8761664
Test_457,0.05527238,0.028252186,0.23314853,0.68332684
Test_458,0.033123907,0.022023026,0.41428795,0.5305652
Test_459,0.4056633,0.034892634,0.11405125,0.44539285
Test_460,0.22534296,0.034675676,0.15893835,0.58104295
Test_461,0.14368753,0.06732424,0.42152402,0.36746427
Test_462,0.17670418,0.045195024,0.50209546,0.2760054
Test_463,0.30127585,0.059890274,0.39280778,0.24602619
Test_464,0.2025767,0.013509034,0.30242938,0.48148495
Test_465,0.21301718,0.029382912,0.33028466,0.42731524
Test_466,0.11337024,0.009467998,0.6955967,0.18156514
Test_467,0.0033020938,0.012214947,0.11688911,0.8675939
Test_468,0.014699424,0.020888826,0.64229953,0.32211223
Test_469,0.09479775,0.015490664,0.314531,0.57518065
Test_470,0.09928863,0.00903503,0.59192437,0.29975206
Test_471,0.00615136,0.0013246014,0.98666626,0.0058577717
Test_472,0.73561066,0.003667176,0.15839481,0.102327354
Test_473,0.16755436,0.014567163,0.70919216,0.10868633
Test_474,0.25826135,0.04576259,0.24415153,0.4518245
Test_475,0.00914751,0.012540542,0.74095476,0.23735721
Test_476,0.003417353,0.012186347,0.9398335,0.04456282
Test_477,0.12797612,0.09626603,0.40194947,0.37380847
Test_478,0.14614916,0.20310357,0.48691744,0.16382983
Test_479,0.033511203,0.103145145,0.18128012,0.6820635
