image_id,healthy,multiple_diseases,rust,scab
Test_130,0.26636174,0.051407192,0.6144501,0.06778088
Test_131,0.18994889,0.031470276,0.75157046,0.027010387
Test_132,0.336519,0.0259667,0.5661473,0.0713669
Test_133,0.10979944,0.045571655,0.38007158,0.46455732
Test_134,0.41685817,0.025569433,0.029592488,0.5279799
Test_135,0.11297846,0.044886224,0.16553797,0.67659736
Test_136,0.53323275,0.029221514,0.07085056,0.36669523
Test_137,0.2090209,0.04771003,0.68139106,0.061877996
Test_138,0.1808547,0.025867263,0.17436922,0.61890876
Test_139,0.17048258,0.082189485,0.5944346,0.1528933
Test_140,0.35219908,0.04369891,0.54523677,0.05886527
Test_141,0.063440435,0.008348337,0.8071178,0.121093415
Test_142,0.2245484,0.070135854,0.6093551,0.0959607
Test_143,0.27896178,0.066415526,0.5041775,0.15044516
Test_144,0.24676111,0.024878776,0.63622946,0.09213061
Test_145,0.07645244,0.05340108,0.814042,0.0561045
Test_146,0.043901514,0.022403052,0.8856929,0.048002575
Test_147,0.40096968,0.053842638,0.47271946,0.07246822
Test_148,0.18337482,0.10306313,0.49092218,0.2226399
Test_149,0.38867155,0.095572926,0.24163441,0.27412114
Test_150,0.2329234,0.030211402,0.528951,0.20791419
Test_151,0.16361268,0.06978101,0.7065955,0.060010888
Test_152,0.11954546,0.066673234,0.5293996,0.28438175
Test_153,0.25190622,0.023056163,0.6298653,0.095172286
Test_154,0.08340685,0.055328745,0.8271049,0.034159493
Test_155,0.071500026,0.07106504,0.76572806,0.09170693
Test_156,0.3202711,0.014267047,0.3605892,0.3048727
Test_157,0.4540386,0.07921982,0.11675486,0.3499868
Test_158,0.13241714,0.039762974,0.6479707,0.17984919
Test_159,0.3513855,0.084572606,0.4787969,0.08524492
Test_160,0.21319553,0.08466639,0.6636953,0.038442794
Test_161,0.2621585,0.079967484,0.5706649,0.08720905
Test_162,0.0718186,0.033808295,0.22766146,0.66671157
Test_163,0.30237928,0.04069315,0.5712797,0.08564785
Test_164,0.57479906,0.06956011,0.12358646,0.2320544
Test_165,0.17001368,0.03172365,0.7125531,0.085709676
Test_166,0.047688063,0.036841992,0.9006577,0.014812213
Test_167,0.11725099,0.10824474,0.68166417,0.09284019
Test_168,0.11096349,0.21494077,0.57554334,0.098552406
Test_169,0.47881314,0.12308617,0.20583016,0.19227053
Test_170,0.3673141,0.01751751,0.5072309,0.10793743
Test_171,0.28326157,0.081588045,0.5280609,0.107089415
Test_172,0.11188781,0.06959158,0.56228703,0.25623366
Test_173,0.35738707,0.12740062,0.40253213,0.11268022
Test_174,0.29563758,0.035646014,0.462383,0.2063334
Test_175,0.03851329,0.05084974,0.88117796,0.029459016
Test_176,0.13236813,0.030197604,0.40145633,0.43597785
Test_177,0.0859896,0.016226951,0.5958997,0.3018838
Test_178,0.256846,0.056262247,0.41411763,0.27277404
Test_179,0.12534475,0.109971784,0.68601304,0.07867048
Test_180,0.20314324,0.04579734,0.48903048,0.262029
Test_181,0.25206897,0.118300065,0.22335781,0.40627313
Test_182,0.13829917,0.014502925,0.57643515,0.2707627
Test_183,0.037907127,0.024004748,0.06912419,0.86896396
Test_184,0.38439864,0.02784514,0.5265979,0.061158326
Test_185,0.13321298,0.115888715,0.6110629,0.13983539
Test_186,0.20837823,0.066601954,0.62181735,0.10320241
Test_187,0.21840802,0.09097898,0.38083825,0.30977476
Test_188,0.46816736,0.037750747,0.4216199,0.0724619
Test_189,0.058473382,0.015178029,0.8963147,0.030033868
Test_190,0.3616211,0.07543968,0.4350496,0.12788965
Test_191,0.05444558,0.036224857,0.87666816,0.03266136
Test_192,0.2869288,0.026101634,0.65519077,0.031778842
Test_193,0.20836535,0.035760105,0.6810234,0.074851125
Test_194,0.17746206,0.063010894,0.527259,0.23226804
Test_195,0.35060912,0.15672278,0.29549208,0.19717598
Test_196,0.055468075,0.031157834,0.21390463,0.6994694
Test_197,0.117826186,0.03592811,0.76839596,0.07784972
Test_198,0.12907821,0.039737783,0.6780444,0.15313959
Test_199,0.12018636,0.026215794,0.25028342,0.6033144
Test_200,0.29090264,0.108252086,0.326178,0.27466714
Test_201,0.055048093,0.016088214,0.049454726,0.87940896
Test_202,0.04815783,0.023246229,0.900539,0.028056901
Test_203,0.28980026,0.069699496,0.53150356,0.10899668
Test_204,0.18761581,0.047756538,0.70502055,0.059607066
Test_205,0.13902168,0.028385278,0.8113694,0.021223553
Test_206,0.2504169,0.0863183,0.4992229,0.16404194
Test_207,0.05594323,0.04292586,0.15646376,0.7446672
Test_208,0.022348087,0.013799029,0.9502277,0.013625188
Test_209,0.29825762,0.065498136,0.24087189,0.39537236
Test_210,0.29819864,0.060128324,0.5732576,0.06841543
Test_211,0.17574503,0.106730446,0.5437986,0.17372586
Test_212,0.25216842,0.026208045,0.57950366,0.1421199
Test_213,0.019683689,0.022083845,0.062225733,0.89600676
Test_214,0.11889298,0.019539721,0.815368,0.046199247
Test_215,0.2464518,0.07834445,0.47427756,0.20092618
Test_216,0.47135532,0.043483768,0.146625,0.3385359
Test_217,0.22277433,0.05810107,0.69695556,0.022169042
Test_218,0.05190161,0.036596764,0.046033274,0.8654683
Test_219,0.08263338,0.0446116,0.84945613,0.023298953
Test_220,0.041090243,0.05935323,0.85431534,0.045241166
Test_221,0.088512465,0.014724835,0.866613,0.030149687
Test_222,0.10838245,0.0865202,0.34036347,0.46473387
Test_223,0.10169807,0.036861222,0.8229668,0.038473826
Test_224,0.34090576,0.05143795,0.45610306,0.1515532
Test_225,0.30212817,0.049685832,0.27973235,0.36845365
Test_226,0.17760083,0.043145668,0.65714073,0.122112796
Test_227,0.37670144,0.035367835,0.46073395,0.12719673
Test_228,0.026869135,0.028610716,0.90036434,0.044155844
Test_229,0.31440502,0.017611971,0.59046566,0.07751735
Test_230,0.24528089,0.04059628,0.48370653,0.23041628
Test_231,0.3831806,0.047590327,0.4327292,0.1364999
Test_232,0.3102141,0.1250767,0.08884757,0.4758617
Test_233,0.3277062,0.06089178,0.22154656,0.38985544
Test_234,0.31738952,0.103677526,0.41608384,0.16284907
Test_235,0.4765772,0.03923991,0.31292856,0.1712544
Test_236,0.4379124,0.09513033,0.15558726,0.31137002
Test_237,0.041794404,0.03570952,0.048888315,0.87360775
Test_238,0.02652088,0.07406634,0.7882836,0.11112923
Test_239,0.09370504,0.03471098,0.8187932,0.05279077
Test_240,0.17246985,0.052775815,0.26651743,0.50823694
Test_241,0.14121476,0.07263792,0.1740968,0.6120505
Test_242,0.13436915,0.035323646,0.47817534,0.35213187
Test_243,0.5584841,0.017792888,0.31993914,0.10378394
Test_244,0.20609048,0.031387128,0.42076516,0.34175724
Test_245,0.2709887,0.07826005,0.23100969,0.41974154
Test_246,0.17289865,0.033556897,0.6952342,0.098310255
Test_247,0.07867082,0.017931743,0.8703208,0.033076603
Test_248,0.36246273,0.07416141,0.30217555,0.2612004
Test_249,0.15239125,0.046920963,0.29328322,0.50740457
Test_250,0.6443638,0.0123158675,0.2655098,0.07781055
Test_251,0.31674686,0.08497654,0.5172551,0.08102152
Test_252,0.5158021,0.028394023,0.35079408,0.10500979
Test_253,0.44677344,0.066182815,0.2775969,0.20944685
Test_254,0.1882997,0.06052271,0.70012534,0.051052183
Test_255,0.3595735,0.050887868,0.50771564,0.08182304
Test_256,0.42700708,0.054190647,0.34016287,0.17863944
Test_257,0.4072689,0.039481573,0.49254882,0.06070067
Test_258,0.18112046,0.057518173,0.46398795,0.2973734
Test_259,0.19160022,0.089767665,0.21800542,0.5006267
Test_260,0.45670408,0.052955844,0.18132138,0.30901873
Test_261,0.25753984,0.03678465,0.5457345,0.15994093
Test_262,0.015404874,0.024046691,0.92667687,0.033871513
Test_263,0.19727279,0.11870037,0.62694854,0.057078198
Test_264,0.3080459,0.024897922,0.31491205,0.35214412
Test_265,0.06803338,0.021439875,0.6704779,0.24004892
Test_266,0.21885675,0.028011987,0.5399532,0.21317802
Test_267,0.27956036,0.26224935,0.3636931,0.09449725
Test_268,0.18902323,0.08350682,0.56005585,0.16741408
Test_269,0.18597907,0.06955321,0.4431508,0.3013169
Test_270,0.5146557,0.03213001,0.27798438,0.17522986
Test_271,0.04003007,0.032681745,0.83122206,0.09606614
Test_272,0.27595505,0.03783309,0.38219053,0.30402133
Test_273,0.5705191,0.034881625,0.20191464,0.19268464
Test_274,0.3175321,0.040920883,0.5960065,0.045540478
Test_275,0.19299,0.08009982,0.54551566,0.18139449
Test_276,0.5118608,0.03373229,0.37466225,0.07974468
Test_277,0.20952101,0.06301202,0.45097977,0.2764873
Test_278,0.21277598,0.05448729,0.7101042,0.022632554
Test_279,0.49759996,0.0492854,0.40147492,0.05163971
Test_280,0.24830349,0.09273674,0.3404612,0.31849846
Test_281,0.32830432,0.11464377,0.48596138,0.07109046
Test_282,0.18208492,0.1511597,0.42678502,0.23997034
Test_283,0.22548233,0.07369323,0.61032766,0.09049676
Test_284,0.3670196,0.040853143,0.51692,0.075207315
Test_285,0.20163183,0.032259393,0.6904059,0.075702876
Test_286,0.25122744,0.09760729,0.57418656,0.07697867
Test_287,0.5021291,0.14007458,0.13953792,0.21825844
Test_288,0.09027976,0.06286429,0.8225739,0.024282014
Test_289,0.21659681,0.02634478,0.7349694,0.022089012
Test_290,0.27611122,0.04189672,0.5471542,0.13483787
Test_291,0.27062076,0.05762507,0.62107825,0.050675996
Test_292,0.032939225,0.033234403,0.79280394,0.14102244
Test_293,0.37461326,0.036781266,0.5130414,0.075564064
Test_294,0.18452327,0.017368078,0.42360738,0.3745013
Test_295,0.38299176,0.02489784,0.4658321,0.12627831
Test_296,0.32923386,0.031737167,0.45893607,0.18009283
Test_297,0.48502806,0.024555676,0.30888745,0.18152873
Test_298,0.32870644,0.05070934,0.10583246,0.5147518
Test_299,0.24764153,0.09213311,0.39912683,0.26109853
Test_300,0.120990865,0.02699662,0.7996994,0.052313156
Test_301,0.5337038,0.043984752,0.31697738,0.10533406
Test_302,0.10148372,0.05374661,0.78451246,0.06025719
Test_303,0.27128464,0.119620785,0.42035332,0.18874122
Test_304,0.27791554,0.026562866,0.45191562,0.24360591
Test_305,0.051566176,0.00891219,0.879049,0.060472697
Test_306,0.1402998,0.045455046,0.15393703,0.66030806
Test_307,0.20800616,0.04747514,0.6813009,0.063217856
Test_308,0.21014291,0.111544065,0.5989346,0.07937848
Test_309,0.61859137,0.046498165,0.2310146,0.10389593
Test_310,0.5119354,0.046923142,0.2579152,0.18322627
Test_311,0.35450277,0.052195184,0.49594623,0.09735576
Test_312,0.5029044,0.042217158,0.29678157,0.1580968
Test_313,0.24632531,0.025210278,0.3479167,0.3805477
Test_314,0.21383843,0.034703504,0.09490452,0.65655357
Test_315,0.19444273,0.051407907,0.6768534,0.07729593
Test_316,0.08677796,0.023701347,0.84190243,0.047618262
Test_317,0.35629958,0.11649176,0.09341404,0.43379465
Test_318,0.048514325,0.078634575,0.6727885,0.20006263
Test_319,0.3011026,0.054995153,0.55841905,0.08548323
Test_320,0.17982933,0.04646685,0.5988957,0.17480801
Test_321,0.6187079,0.07212627,0.2448709,0.06429504
Test_322,0.13834018,0.046728477,0.37102142,0.4439099
Test_323,0.40556014,0.013165208,0.4594707,0.12180394
Test_324,0.12921041,0.024699306,0.7908896,0.05520058
Test_325,0.22199596,0.10810397,0.24591872,0.42398143
Test_326,0.24210787,0.036843378,0.39918584,0.32186285
Test_327,0.21260278,0.034176618,0.70554453,0.047676094
Test_328,0.26126948,0.06944428,0.33850542,0.3307809
Test_329,0.10395102,0.042904347,0.39875883,0.4543858
Test_330,0.27811742,0.0800001,0.45240575,0.18947673
Test_331,0.24687582,0.06269184,0.63874274,0.0516896
Test_332,0.25027552,0.04505167,0.4778291,0.2268437
Test_333,0.11043132,0.030950833,0.81812406,0.040493827
Test_334,0.043661058,0.043998517,0.7848402,0.12750019
Test_335,0.4428059,0.02201528,0.47197,0.06320882
Test_336,0.13382988,0.026216725,0.7887383,0.051215123
Test_337,0.0881235,0.088670045,0.6500279,0.17317864
Test_338,0.10185883,0.05049563,0.6914302,0.15621538
Test_339,0.124665834,0.0830074,0.43723342,0.35509333
Test_340,0.24144456,0.034831833,0.5458063,0.17791727
Test_341,0.5021123,0.02135474,0.29566988,0.1808631
Test_342,0.3054676,0.109240785,0.3715919,0.21369976
Test_343,0.24672396,0.035771288,0.15435968,0.563145
Test_344,0.6511198,0.053277805,0.2422792,0.05332311
Test_345,0.29117712,0.08615515,0.14843003,0.47423768
Test_346,0.07496262,0.030975312,0.8658504,0.028211745
Test_347,0.11537442,0.06632805,0.72628,0.09201756
Test_348,0.23996931,0.060885325,0.30742037,0.39172494
Test_349,0.39651462,0.16520108,0.37328166,0.065002576
Test_350,0.29344752,0.03656311,0.6236927,0.0462967
Test_351,0.36539707,0.09317625,0.33200717,0.20941956
Test_352,0.17855617,0.036203314,0.7340196,0.051220886
Test_353,0.121223025,0.027503403,0.81230485,0.03896872
Test_354,0.30430996,0.046213064,0.6072651,0.042211838
Test_355,0.14469394,0.047891174,0.3595253,0.44788957
Test_356,0.031204367,0.051055994,0.8802329,0.03750674
Test_357,0.17023954,0.020960545,0.44668606,0.36211383
Test_358,0.3532916,0.042936552,0.40710288,0.19666891
Test_359,0.1310115,0.072186664,0.73889065,0.057911202
Test_360,0.26174682,0.0655717,0.46458927,0.20809221
Test_361,0.13827859,0.102491885,0.5803853,0.17884418
Test_362,0.04116578,0.04663036,0.87455887,0.03764497
Test_363,0.0107579455,0.008492253,0.016267058,0.9644827
Test_364,0.07754169,0.03778654,0.1351047,0.7495671
Test_365,0.09178944,0.060763385,0.06600022,0.78144693
Test_366,0.48763883,0.06180489,0.33766592,0.11289032
Test_367,0.181793,0.052589957,0.73383296,0.031784073
Test_368,0.48934743,0.08071464,0.38418975,0.045748137
Test_369,0.26200822,0.039978284,0.4905621,0.20745134
Test_370,0.1834511,0.027958296,0.726642,0.061948575
Test_371,0.20678753,0.029504577,0.7274443,0.036263578
Test_372,0.29567802,0.13429505,0.2359576,0.3340694
Test_373,0.07268901,0.03299006,0.5204016,0.37391928
Test_374,0.50868577,0.043661032,0.30812168,0.13953154
Test_375,0.4766229,0.08264685,0.32451084,0.11621935
Test_376,0.13390581,0.026027199,0.10247537,0.7375916
Test_377,0.5260065,0.054162867,0.38273883,0.037091758
Test_378,0.33407977,0.056551706,0.15250033,0.4568682
Test_379,0.15404244,0.14485544,0.59321153,0.10789065
Test_380,0.4395738,0.0803064,0.38454738,0.09557236
Test_381,0.47351536,0.020039827,0.43227687,0.07416785
Test_382,0.46052822,0.06644443,0.33014786,0.14287943
Test_383,0.27213824,0.040312015,0.6411739,0.046375863
Test_384,0.071118794,0.014848589,0.86874163,0.045291036
Test_385,0.054055084,0.029899612,0.25720638,0.65883887
Test_386,0.282011,0.040370263,0.5891688,0.08844986
Test_387,0.06821475,0.023335539,0.8050095,0.10344013
Test_388,0.2583143,0.02876077,0.5806367,0.13228822
Test_389,0.2895887,0.054145765,0.59257233,0.06369326
Test_390,0.53367376,0.05859488,0.33965304,0.068078354
Test_391,0.28018665,0.14684993,0.28142622,0.2915372
Test_392,0.25021243,0.19705959,0.37058157,0.18214647
Test_393,0.13348362,0.1177071,0.3172114,0.4315979
Test_394,0.04094689,0.014050354,0.038710896,0.9062918
Test_395,0.06323553,0.031165995,0.45557624,0.4500223
Test_396,0.273083,0.04783586,0.6350895,0.043991607
Test_397,0.037984088,0.033113696,0.89032537,0.038576905
Test_398,0.21014294,0.06531558,0.66076416,0.06377732
Test_399,0.33285484,0.1126254,0.50982547,0.0446943
Test_400,0.102072634,0.025761269,0.14918129,0.7229848
Test_401,0.4621408,0.04672137,0.27665547,0.2144823
Test_402,0.23870996,0.037336294,0.505179,0.21877477
Test_403,0.07659045,0.058787458,0.82727623,0.037345942
Test_404,0.0074823936,0.02158954,0.96683395,0.0040941136
Test_405,0.74561805,0.030113528,0.1558874,0.06838099
Test_406,0.09201394,0.017049493,0.87413156,0.016805
Test_407,0.23972118,0.03288777,0.6891024,0.038288616
Test_408,0.43317434,0.09204072,0.2970546,0.17773043
Test_409,0.032668266,0.040850565,0.78145707,0.14502412
Test_410,0.15736365,0.03447178,0.7653085,0.04285602
Test_411,0.52431387,0.02646536,0.21224491,0.23697579
Test_412,0.28952786,0.075260356,0.5312489,0.10396288
Test_413,0.3692648,0.08752558,0.3522313,0.19097826
Test_414,0.20620002,0.033591308,0.60632306,0.15388565
Test_415,0.5196847,0.02592369,0.2888256,0.16556598
Test_416,0.27057323,0.039489355,0.6606809,0.029256452
Test_417,0.20732364,0.049890447,0.40118706,0.3415989
Test_418,0.3590225,0.060597885,0.49155232,0.08882723
Test_419,0.02589155,0.03181001,0.8351202,0.10717826
Test_420,0.29971987,0.04123975,0.2931028,0.3659375
Test_421,0.48790324,0.08030119,0.28994307,0.14185253
Test_422,0.48239878,0.036176227,0.40290692,0.07851808
Test_423,0.564144,0.042283412,0.30814892,0.08542366
Test_424,0.72395307,0.08186525,0.08594446,0.10823716
Test_425,0.19752783,0.07339037,0.38629186,0.34279
Test_426,0.67165583,0.1198751,0.119976595,0.08849252
Test_427,0.23974484,0.051571984,0.53707653,0.17160662
Test_428,0.11052236,0.028454812,0.75749487,0.103528015
Test_429,0.025998281,0.050758086,0.7963046,0.12693897
Test_430,0.15829071,0.05291543,0.6667897,0.12200411
Test_431,0.21780157,0.043479495,0.67813015,0.060588792
Test_432,0.13914894,0.06841804,0.6097804,0.18265262
Test_433,0.12137838,0.045787357,0.32787856,0.50495565
Test_434,0.70409006,0.031877596,0.1734496,0.090582706
Test_435,0.20409554,0.04158038,0.11090464,0.64341944
Test_436,0.422909,0.0747393,0.28388494,0.21846677
Test_437,0.24133113,0.06748037,0.21955597,0.47163254
Test_438,0.56247556,0.05827935,0.33809137,0.04115376
Test_439,0.4267666,0.06875657,0.45450294,0.04997397
Test_440,0.06144406,0.020322392,0.879299,0.038934547
Test_441,0.17062104,0.037651103,0.727044,0.06468395
Test_442,0.4385609,0.06198854,0.43038982,0.06906072
Test_443,0.39328656,0.06474151,0.39581224,0.14615974
Test_444,0.712404,0.0683931,0.11763957,0.10156328
Test_445,0.051365584,0.050402023,0.39454818,0.5036842
Test_446,0.038025353,0.04279116,0.72997904,0.1892045
Test_447,0.24196434,0.062150553,0.6163018,0.07958334
Test_448,0.43318954,0.054582443,0.27137557,0.2408524
Test_449,0.284407,0.037367474,0.18765791,0.49056765
Test_450,0.5224609,0.06746403,0.39380276,0.016272392
Test_451,0.54276156,0.044903662,0.377844,0.03449072
Test_452,0.32293037,0.10374554,0.49697676,0.07634729
Test_453,0.122950464,0.02567809,0.19564165,0.6557298
Test_454,0.2500926,0.046872713,0.51122886,0.19180588
Test_455,0.22783156,0.044476014,0.4003605,0.32733193
Test_456,0.013359075,0.020059139,0.9609503,0.0056314543
Test_457,0.1895887,0.052207105,0.48178947,0.27641466
Test_458,0.05788119,0.055287912,0.7742544,0.112576574
Test_459,0.0658794,0.015509056,0.8890272,0.029584413
Test_460,0.08511441,0.034239672,0.8508838,0.0297621
Test_461,0.25462788,0.08492162,0.59196556,0.06848489
Test_462,0.103947796,0.021513795,0.8625133,0.012025038
Test_463,0.22780533,0.059632525,0.56549495,0.14706713
Test_464,0.22212923,0.060654573,0.25673413,0.4604821
Test_465,0.27060038,0.075908296,0.35437346,0.2991179
Test_466,0.38677993,0.06913633,0.39804107,0.14604269
Test_467,0.20833474,0.02983869,0.61449045,0.14733616
Test_468,0.42900613,0.043094713,0.3282641,0.19963506
Test_469,0.14850487,0.038093913,0.73570114,0.07770004
Test_470,0.22215605,0.0509014,0.62747335,0.09946913
Test_471,0.3106745,0.11755464,0.057122786,0.514648
Test_472,0.2442413,0.07125468,0.63662124,0.04788276
Test_473,0.12458371,0.040299855,0.4064795,0.42863682
Test_474,0.41920632,0.083863094,0.29476967,0.20216088
Test_475,0.07198073,0.01255935,0.9011641,0.014295787
Test_476,0.54879445,0.08664776,0.25232527,0.112232484
Test_477,0.3325185,0.05154404,0.41675052,0.19918692
Test_478,0.050277747,0.039512593,0.044789433,0.8654202
Test_479,0.2060412,0.0325995,0.564795,0.19656432
Test_480,0.18505543,0.061908294,0.5424638,0.2105725
Test_481,0.036517758,0.028543826,0.17683801,0.7581004
